fips_code,county,state,customers_out,run_start_time
09011,New London,Connecticut,1,2019-02-09 00:30:00
09015,Windham,Connecticut,2,2019-02-09 00:30:00
09001,Fairfield,Connecticut,19,2019-02-09 00:45:00
09005,Litchfield,Connecticut,2,2019-02-09 00:45:00
09007,Middlesex,Connecticut,15,2019-02-09 00:45:00
09009,New Haven,Connecticut,7,2019-02-09 00:45:00
09015,Windham,Connecticut,2,2019-02-09 00:45:00
09001,Fairfield,Connecticut,18,2019-02-09 01:00:00
09005,Litchfield,Connecticut,2,2019-02-09 01:00:00
09007,Middlesex,Connecticut,15,2019-02-09 01:00:00
09009,New Haven,Connecticut,8,2019-02-09 01:00:00
09015,Windham,Connecticut,2,2019-02-09 01:00:00
09001,Fairfield,Connecticut,15,2019-02-09 01:15:00
09003,Hartford,Connecticut,1,2019-02-09 01:15:00
09007,Middlesex,Connecticut,15,2019-02-09 01:15:00
09009,New Haven,Connecticut,6,2019-02-09 01:15:00
09015,Windham,Connecticut,2,2019-02-09 01:15:00
09001,Fairfield,Connecticut,12,2019-02-09 01:30:00
09007,Middlesex,Connecticut,15,2019-02-09 01:30:00
09009,New Haven,Connecticut,5,2019-02-09 01:30:00
09015,Windham,Connecticut,2,2019-02-09 01:30:00
09001,Fairfield,Connecticut,3,2019-02-09 01:45:00
09009,New Haven,Connecticut,5,2019-02-09 01:45:00
09015,Windham,Connecticut,2,2019-02-09 01:45:00
09001,Fairfield,Connecticut,1,2019-02-09 02:00:00
09009,New Haven,Connecticut,6,2019-02-09 02:00:00
09011,New London,Connecticut,1,2019-02-09 02:00:00
09015,Windham,Connecticut,2,2019-02-09 02:00:00
09001,Fairfield,Connecticut,1,2019-02-09 02:15:00
09009,New Haven,Connecticut,6,2019-02-09 02:15:00
09015,Windham,Connecticut,1,2019-02-09 02:15:00
09001,Fairfield,Connecticut,1,2019-02-09 02:30:00
09009,New Haven,Connecticut,8,2019-02-09 02:30:00
09001,Fairfield,Connecticut,1,2019-02-09 02:45:00
09009,New Haven,Connecticut,8,2019-02-09 02:45:00
09001,Fairfield,Connecticut,1,2019-02-09 03:00:00
09009,New Haven,Connecticut,8,2019-02-09 03:00:00
09001,Fairfield,Connecticut,2,2019-02-09 03:15:00
09009,New Haven,Connecticut,7,2019-02-09 03:15:00
09001,Fairfield,Connecticut,47,2019-02-09 03:30:00
09007,Middlesex,Connecticut,1,2019-02-09 03:30:00
09009,New Haven,Connecticut,7,2019-02-09 03:30:00
09001,Fairfield,Connecticut,47,2019-02-09 03:45:00
09003,Hartford,Connecticut,1,2019-02-09 03:45:00
09009,New Haven,Connecticut,7,2019-02-09 03:45:00
09001,Fairfield,Connecticut,47,2019-02-09 04:00:00
09007,Middlesex,Connecticut,27,2019-02-09 04:00:00
09009,New Haven,Connecticut,7,2019-02-09 04:00:00
09001,Fairfield,Connecticut,5,2019-02-09 04:15:00
09007,Middlesex,Connecticut,27,2019-02-09 04:15:00
09009,New Haven,Connecticut,7,2019-02-09 04:15:00
09001,Fairfield,Connecticut,5,2019-02-09 04:30:00
09007,Middlesex,Connecticut,27,2019-02-09 04:30:00
09009,New Haven,Connecticut,7,2019-02-09 04:30:00
09001,Fairfield,Connecticut,5,2019-02-09 04:45:00
09007,Middlesex,Connecticut,27,2019-02-09 04:45:00
09009,New Haven,Connecticut,7,2019-02-09 04:45:00
09001,Fairfield,Connecticut,5,2019-02-09 05:00:00
09007,Middlesex,Connecticut,27,2019-02-09 05:00:00
09009,New Haven,Connecticut,3,2019-02-09 05:00:00
09001,Fairfield,Connecticut,4,2019-02-09 05:15:00
09005,Litchfield,Connecticut,1,2019-02-09 05:15:00
09007,Middlesex,Connecticut,27,2019-02-09 05:15:00
09009,New Haven,Connecticut,3,2019-02-09 05:15:00
09001,Fairfield,Connecticut,4,2019-02-09 05:30:00
09005,Litchfield,Connecticut,1,2019-02-09 05:30:00
09007,Middlesex,Connecticut,27,2019-02-09 05:30:00
09001,Fairfield,Connecticut,4,2019-02-09 05:45:00
09005,Litchfield,Connecticut,1,2019-02-09 05:45:00
09007,Middlesex,Connecticut,27,2019-02-09 05:45:00
09001,Fairfield,Connecticut,4,2019-02-09 06:00:00
09005,Litchfield,Connecticut,1,2019-02-09 06:00:00
09007,Middlesex,Connecticut,27,2019-02-09 06:00:00
09011,New London,Connecticut,1,2019-02-09 06:00:00
09001,Fairfield,Connecticut,4,2019-02-09 06:15:00
09005,Litchfield,Connecticut,22,2019-02-09 06:15:00
09007,Middlesex,Connecticut,1,2019-02-09 06:15:00
09011,New London,Connecticut,1,2019-02-09 06:15:00
09015,Windham,Connecticut,17,2019-02-09 06:15:00
09001,Fairfield,Connecticut,4,2019-02-09 06:30:00
09005,Litchfield,Connecticut,21,2019-02-09 06:30:00
09011,New London,Connecticut,1,2019-02-09 06:30:00
09015,Windham,Connecticut,90,2019-02-09 06:30:00
09001,Fairfield,Connecticut,4,2019-02-09 06:45:00
09003,Hartford,Connecticut,1,2019-02-09 06:45:00
09005,Litchfield,Connecticut,21,2019-02-09 06:45:00
09015,Windham,Connecticut,90,2019-02-09 06:45:00
09001,Fairfield,Connecticut,14,2019-02-09 07:00:00
09003,Hartford,Connecticut,1,2019-02-09 07:00:00
09005,Litchfield,Connecticut,21,2019-02-09 07:00:00
09015,Windham,Connecticut,73,2019-02-09 07:00:00
09001,Fairfield,Connecticut,46,2019-02-09 07:15:00
09003,Hartford,Connecticut,1,2019-02-09 07:15:00
09005,Litchfield,Connecticut,21,2019-02-09 07:15:00
09015,Windham,Connecticut,74,2019-02-09 07:15:00
09001,Fairfield,Connecticut,46,2019-02-09 07:30:00
09003,Hartford,Connecticut,1,2019-02-09 07:30:00
09015,Windham,Connecticut,191,2019-02-09 07:30:00
09001,Fairfield,Connecticut,46,2019-02-09 07:45:00
09015,Windham,Connecticut,191,2019-02-09 07:45:00
09001,Fairfield,Connecticut,46,2019-02-09 08:00:00
09005,Litchfield,Connecticut,1,2019-02-09 08:00:00
09015,Windham,Connecticut,192,2019-02-09 08:00:00
09001,Fairfield,Connecticut,46,2019-02-09 08:15:00
09005,Litchfield,Connecticut,2,2019-02-09 08:15:00
09015,Windham,Connecticut,192,2019-02-09 08:15:00
09001,Fairfield,Connecticut,4,2019-02-09 08:30:00
09005,Litchfield,Connecticut,2,2019-02-09 08:30:00
09015,Windham,Connecticut,192,2019-02-09 08:30:00
09001,Fairfield,Connecticut,4,2019-02-09 08:45:00
09005,Litchfield,Connecticut,2,2019-02-09 08:45:00
09015,Windham,Connecticut,192,2019-02-09 08:45:00
09001,Fairfield,Connecticut,4,2019-02-09 09:00:00
09005,Litchfield,Connecticut,29,2019-02-09 09:00:00
09015,Windham,Connecticut,192,2019-02-09 09:00:00
09001,Fairfield,Connecticut,4,2019-02-09 09:15:00
09005,Litchfield,Connecticut,29,2019-02-09 09:15:00
09015,Windham,Connecticut,192,2019-02-09 09:15:00
09001,Fairfield,Connecticut,4,2019-02-09 09:30:00
09005,Litchfield,Connecticut,29,2019-02-09 09:30:00
09015,Windham,Connecticut,192,2019-02-09 09:30:00
09001,Fairfield,Connecticut,4,2019-02-09 09:45:00
09005,Litchfield,Connecticut,34,2019-02-09 09:45:00
09015,Windham,Connecticut,74,2019-02-09 09:45:00
09001,Fairfield,Connecticut,4,2019-02-09 10:00:00
09005,Litchfield,Connecticut,34,2019-02-09 10:00:00
09015,Windham,Connecticut,74,2019-02-09 10:00:00
09001,Fairfield,Connecticut,4,2019-02-09 10:15:00
09005,Litchfield,Connecticut,34,2019-02-09 10:15:00
09015,Windham,Connecticut,75,2019-02-09 10:15:00
09001,Fairfield,Connecticut,4,2019-02-09 10:30:00
09005,Litchfield,Connecticut,43,2019-02-09 10:30:00
09013,Tolland,Connecticut,1,2019-02-09 10:30:00
09015,Windham,Connecticut,74,2019-02-09 10:30:00
09001,Fairfield,Connecticut,12,2019-02-09 10:45:00
09005,Litchfield,Connecticut,45,2019-02-09 10:45:00
09013,Tolland,Connecticut,1,2019-02-09 10:45:00
09015,Windham,Connecticut,74,2019-02-09 10:45:00
09001,Fairfield,Connecticut,12,2019-02-09 11:00:00
09005,Litchfield,Connecticut,82,2019-02-09 11:00:00
09007,Middlesex,Connecticut,125,2019-02-09 11:00:00
09013,Tolland,Connecticut,3,2019-02-09 11:00:00
09015,Windham,Connecticut,74,2019-02-09 11:00:00
09001,Fairfield,Connecticut,4,2019-02-09 11:15:00
09005,Litchfield,Connecticut,82,2019-02-09 11:15:00
09007,Middlesex,Connecticut,1,2019-02-09 11:15:00
09013,Tolland,Connecticut,3,2019-02-09 11:15:00
09015,Windham,Connecticut,74,2019-02-09 11:15:00
09001,Fairfield,Connecticut,4,2019-02-09 11:30:00
09005,Litchfield,Connecticut,82,2019-02-09 11:30:00
09013,Tolland,Connecticut,3,2019-02-09 11:30:00
09015,Windham,Connecticut,74,2019-02-09 11:30:00
09001,Fairfield,Connecticut,4,2019-02-09 11:45:00
09005,Litchfield,Connecticut,82,2019-02-09 11:45:00
09013,Tolland,Connecticut,3,2019-02-09 11:45:00
09015,Windham,Connecticut,74,2019-02-09 11:45:00
09001,Fairfield,Connecticut,4,2019-02-09 12:00:00
09005,Litchfield,Connecticut,53,2019-02-09 12:00:00
09007,Middlesex,Connecticut,1,2019-02-09 12:00:00
09011,New London,Connecticut,1,2019-02-09 12:00:00
09013,Tolland,Connecticut,3,2019-02-09 12:00:00
09015,Windham,Connecticut,74,2019-02-09 12:00:00
09001,Fairfield,Connecticut,4,2019-02-09 12:15:00
09005,Litchfield,Connecticut,53,2019-02-09 12:15:00
09011,New London,Connecticut,1,2019-02-09 12:15:00
09013,Tolland,Connecticut,3,2019-02-09 12:15:00
09015,Windham,Connecticut,74,2019-02-09 12:15:00
09001,Fairfield,Connecticut,4,2019-02-09 12:30:00
09005,Litchfield,Connecticut,53,2019-02-09 12:30:00
09011,New London,Connecticut,1,2019-02-09 12:30:00
09013,Tolland,Connecticut,3,2019-02-09 12:30:00
09001,Fairfield,Connecticut,4,2019-02-09 12:45:00
09005,Litchfield,Connecticut,55,2019-02-09 12:45:00
09011,New London,Connecticut,1,2019-02-09 12:45:00
09013,Tolland,Connecticut,3,2019-02-09 12:45:00
09001,Fairfield,Connecticut,4,2019-02-09 13:00:00
09005,Litchfield,Connecticut,91,2019-02-09 13:00:00
09007,Middlesex,Connecticut,1,2019-02-09 13:00:00
09011,New London,Connecticut,1,2019-02-09 13:00:00
09013,Tolland,Connecticut,3,2019-02-09 13:00:00
09015,Windham,Connecticut,11,2019-02-09 13:00:00
09001,Fairfield,Connecticut,5,2019-02-09 13:15:00
09005,Litchfield,Connecticut,91,2019-02-09 13:15:00
09007,Middlesex,Connecticut,1,2019-02-09 13:15:00
09011,New London,Connecticut,108,2019-02-09 13:15:00
09013,Tolland,Connecticut,3,2019-02-09 13:15:00
09015,Windham,Connecticut,11,2019-02-09 13:15:00
09001,Fairfield,Connecticut,4,2019-02-09 13:30:00
09005,Litchfield,Connecticut,91,2019-02-09 13:30:00
09007,Middlesex,Connecticut,1,2019-02-09 13:30:00
09011,New London,Connecticut,108,2019-02-09 13:30:00
09013,Tolland,Connecticut,3,2019-02-09 13:30:00
09015,Windham,Connecticut,11,2019-02-09 13:30:00
09001,Fairfield,Connecticut,5,2019-02-09 13:45:00
09003,Hartford,Connecticut,7,2019-02-09 13:45:00
09005,Litchfield,Connecticut,91,2019-02-09 13:45:00
09007,Middlesex,Connecticut,1,2019-02-09 13:45:00
09011,New London,Connecticut,108,2019-02-09 13:45:00
09013,Tolland,Connecticut,3,2019-02-09 13:45:00
09015,Windham,Connecticut,13,2019-02-09 13:45:00
09001,Fairfield,Connecticut,6,2019-02-09 14:00:00
09003,Hartford,Connecticut,25,2019-02-09 14:00:00
09005,Litchfield,Connecticut,185,2019-02-09 14:00:00
09011,New London,Connecticut,108,2019-02-09 14:00:00
09013,Tolland,Connecticut,3,2019-02-09 14:00:00
09015,Windham,Connecticut,16,2019-02-09 14:00:00
09001,Fairfield,Connecticut,5,2019-02-09 14:15:00
09003,Hartford,Connecticut,25,2019-02-09 14:15:00
09005,Litchfield,Connecticut,186,2019-02-09 14:15:00
09009,New Haven,Connecticut,1,2019-02-09 14:15:00
09011,New London,Connecticut,109,2019-02-09 14:15:00
09013,Tolland,Connecticut,3,2019-02-09 14:15:00
09015,Windham,Connecticut,16,2019-02-09 14:15:00
09001,Fairfield,Connecticut,6,2019-02-09 14:30:00
09003,Hartford,Connecticut,26,2019-02-09 14:30:00
09005,Litchfield,Connecticut,186,2019-02-09 14:30:00
09009,New Haven,Connecticut,1,2019-02-09 14:30:00
09011,New London,Connecticut,108,2019-02-09 14:30:00
09013,Tolland,Connecticut,3,2019-02-09 14:30:00
09015,Windham,Connecticut,18,2019-02-09 14:30:00
09001,Fairfield,Connecticut,59,2019-02-09 14:45:00
09003,Hartford,Connecticut,25,2019-02-09 14:45:00
09005,Litchfield,Connecticut,185,2019-02-09 14:45:00
09009,New Haven,Connecticut,1,2019-02-09 14:45:00
09011,New London,Connecticut,108,2019-02-09 14:45:00
09013,Tolland,Connecticut,4,2019-02-09 14:45:00
09015,Windham,Connecticut,22,2019-02-09 14:45:00
09001,Fairfield,Connecticut,59,2019-02-09 15:00:00
09003,Hartford,Connecticut,25,2019-02-09 15:00:00
09005,Litchfield,Connecticut,120,2019-02-09 15:00:00
09011,New London,Connecticut,115,2019-02-09 15:00:00
09013,Tolland,Connecticut,38,2019-02-09 15:00:00
09015,Windham,Connecticut,26,2019-02-09 15:00:00
09001,Fairfield,Connecticut,61,2019-02-09 15:15:00
09003,Hartford,Connecticut,38,2019-02-09 15:15:00
09005,Litchfield,Connecticut,121,2019-02-09 15:15:00
09011,New London,Connecticut,190,2019-02-09 15:15:00
09013,Tolland,Connecticut,61,2019-02-09 15:15:00
09015,Windham,Connecticut,510,2019-02-09 15:15:00
09001,Fairfield,Connecticut,62,2019-02-09 15:30:00
09003,Hartford,Connecticut,38,2019-02-09 15:30:00
09005,Litchfield,Connecticut,785,2019-02-09 15:30:00
09011,New London,Connecticut,189,2019-02-09 15:30:00
09013,Tolland,Connecticut,58,2019-02-09 15:30:00
09015,Windham,Connecticut,510,2019-02-09 15:30:00
09001,Fairfield,Connecticut,63,2019-02-09 15:45:00
09003,Hartford,Connecticut,38,2019-02-09 15:45:00
09005,Litchfield,Connecticut,75,2019-02-09 15:45:00
09009,New Haven,Connecticut,7,2019-02-09 15:45:00
09011,New London,Connecticut,190,2019-02-09 15:45:00
09013,Tolland,Connecticut,58,2019-02-09 15:45:00
09015,Windham,Connecticut,684,2019-02-09 15:45:00
09001,Fairfield,Connecticut,37,2019-02-09 16:00:00
09005,Litchfield,Connecticut,79,2019-02-09 16:00:00
09009,New Haven,Connecticut,9,2019-02-09 16:00:00
09011,New London,Connecticut,190,2019-02-09 16:00:00
09013,Tolland,Connecticut,58,2019-02-09 16:00:00
09015,Windham,Connecticut,685,2019-02-09 16:00:00
09001,Fairfield,Connecticut,9,2019-02-09 16:15:00
09005,Litchfield,Connecticut,74,2019-02-09 16:15:00
09009,New Haven,Connecticut,9,2019-02-09 16:15:00
09011,New London,Connecticut,190,2019-02-09 16:15:00
09013,Tolland,Connecticut,155,2019-02-09 16:15:00
09015,Windham,Connecticut,679,2019-02-09 16:15:00
09001,Fairfield,Connecticut,9,2019-02-09 16:30:00
09005,Litchfield,Connecticut,45,2019-02-09 16:30:00
09009,New Haven,Connecticut,772,2019-02-09 16:30:00
09011,New London,Connecticut,190,2019-02-09 16:30:00
09013,Tolland,Connecticut,156,2019-02-09 16:30:00
09015,Windham,Connecticut,679,2019-02-09 16:30:00
09001,Fairfield,Connecticut,9,2019-02-09 16:45:00
09003,Hartford,Connecticut,1,2019-02-09 16:45:00
09009,New Haven,Connecticut,773,2019-02-09 16:45:00
09011,New London,Connecticut,108,2019-02-09 16:45:00
09013,Tolland,Connecticut,156,2019-02-09 16:45:00
09015,Windham,Connecticut,680,2019-02-09 16:45:00
09001,Fairfield,Connecticut,9,2019-02-09 17:00:00
09003,Hartford,Connecticut,1,2019-02-09 17:00:00
09009,New Haven,Connecticut,772,2019-02-09 17:00:00
09011,New London,Connecticut,33,2019-02-09 17:00:00
09013,Tolland,Connecticut,156,2019-02-09 17:00:00
09015,Windham,Connecticut,505,2019-02-09 17:00:00
09001,Fairfield,Connecticut,20,2019-02-09 17:15:00
09003,Hartford,Connecticut,4,2019-02-09 17:15:00
09005,Litchfield,Connecticut,16,2019-02-09 17:15:00
09009,New Haven,Connecticut,773,2019-02-09 17:15:00
09011,New London,Connecticut,33,2019-02-09 17:15:00
09013,Tolland,Connecticut,156,2019-02-09 17:15:00
09015,Windham,Connecticut,474,2019-02-09 17:15:00
09001,Fairfield,Connecticut,21,2019-02-09 17:30:00
09003,Hartford,Connecticut,2,2019-02-09 17:30:00
09009,New Haven,Connecticut,9,2019-02-09 17:30:00
09011,New London,Connecticut,33,2019-02-09 17:30:00
09013,Tolland,Connecticut,137,2019-02-09 17:30:00
09015,Windham,Connecticut,210,2019-02-09 17:30:00
09001,Fairfield,Connecticut,10,2019-02-09 17:45:00
09003,Hartford,Connecticut,2,2019-02-09 17:45:00
09009,New Haven,Connecticut,1,2019-02-09 17:45:00
09011,New London,Connecticut,33,2019-02-09 17:45:00
09013,Tolland,Connecticut,158,2019-02-09 17:45:00
09015,Windham,Connecticut,18,2019-02-09 17:45:00
09001,Fairfield,Connecticut,10,2019-02-09 18:00:00
09003,Hartford,Connecticut,2,2019-02-09 18:00:00
09009,New Haven,Connecticut,1,2019-02-09 18:00:00
09011,New London,Connecticut,33,2019-02-09 18:00:00
09013,Tolland,Connecticut,158,2019-02-09 18:00:00
09015,Windham,Connecticut,23,2019-02-09 18:00:00
09001,Fairfield,Connecticut,10,2019-02-09 18:15:00
09003,Hartford,Connecticut,267,2019-02-09 18:15:00
09009,New Haven,Connecticut,1,2019-02-09 18:15:00
09011,New London,Connecticut,33,2019-02-09 18:15:00
09013,Tolland,Connecticut,123,2019-02-09 18:15:00
09015,Windham,Connecticut,22,2019-02-09 18:15:00
09001,Fairfield,Connecticut,11,2019-02-09 18:30:00
09003,Hartford,Connecticut,267,2019-02-09 18:30:00
09009,New Haven,Connecticut,1,2019-02-09 18:30:00
09011,New London,Connecticut,32,2019-02-09 18:30:00
09013,Tolland,Connecticut,123,2019-02-09 18:30:00
09015,Windham,Connecticut,22,2019-02-09 18:30:00
09001,Fairfield,Connecticut,6,2019-02-09 18:45:00
09003,Hartford,Connecticut,2,2019-02-09 18:45:00
09009,New Haven,Connecticut,1,2019-02-09 18:45:00
09011,New London,Connecticut,32,2019-02-09 18:45:00
09013,Tolland,Connecticut,123,2019-02-09 18:45:00
09015,Windham,Connecticut,16,2019-02-09 18:45:00
09001,Fairfield,Connecticut,6,2019-02-09 19:00:00
09003,Hartford,Connecticut,2,2019-02-09 19:00:00
09005,Litchfield,Connecticut,13,2019-02-09 19:00:00
09009,New Haven,Connecticut,1,2019-02-09 19:00:00
09011,New London,Connecticut,32,2019-02-09 19:00:00
09013,Tolland,Connecticut,90,2019-02-09 19:00:00
09015,Windham,Connecticut,17,2019-02-09 19:00:00
09001,Fairfield,Connecticut,1,2019-02-09 19:15:00
09003,Hartford,Connecticut,3403,2019-02-09 19:15:00
09005,Litchfield,Connecticut,13,2019-02-09 19:15:00
09009,New Haven,Connecticut,2,2019-02-09 19:15:00
09011,New London,Connecticut,32,2019-02-09 19:15:00
09013,Tolland,Connecticut,94,2019-02-09 19:15:00
09015,Windham,Connecticut,17,2019-02-09 19:15:00
09001,Fairfield,Connecticut,1,2019-02-09 19:30:00
09003,Hartford,Connecticut,1340,2019-02-09 19:30:00
09005,Litchfield,Connecticut,13,2019-02-09 19:30:00
09007,Middlesex,Connecticut,1,2019-02-09 19:30:00
09009,New Haven,Connecticut,1,2019-02-09 19:30:00
09011,New London,Connecticut,32,2019-02-09 19:30:00
09013,Tolland,Connecticut,94,2019-02-09 19:30:00
09015,Windham,Connecticut,10,2019-02-09 19:30:00
09003,Hartford,Connecticut,1556,2019-02-09 19:45:00
09005,Litchfield,Connecticut,13,2019-02-09 19:45:00
09007,Middlesex,Connecticut,1,2019-02-09 19:45:00
09009,New Haven,Connecticut,1,2019-02-09 19:45:00
09011,New London,Connecticut,32,2019-02-09 19:45:00
09013,Tolland,Connecticut,94,2019-02-09 19:45:00
09015,Windham,Connecticut,9,2019-02-09 19:45:00
09003,Hartford,Connecticut,1692,2019-02-09 20:00:00
09005,Litchfield,Connecticut,13,2019-02-09 20:00:00
09007,Middlesex,Connecticut,1,2019-02-09 20:00:00
09009,New Haven,Connecticut,1,2019-02-09 20:00:00
09011,New London,Connecticut,32,2019-02-09 20:00:00
09013,Tolland,Connecticut,91,2019-02-09 20:00:00
09015,Windham,Connecticut,9,2019-02-09 20:00:00
09003,Hartford,Connecticut,415,2019-02-09 20:15:00
09005,Litchfield,Connecticut,13,2019-02-09 20:15:00
09007,Middlesex,Connecticut,1,2019-02-09 20:15:00
09009,New Haven,Connecticut,2,2019-02-09 20:15:00
09011,New London,Connecticut,32,2019-02-09 20:15:00
09013,Tolland,Connecticut,91,2019-02-09 20:15:00
09015,Windham,Connecticut,9,2019-02-09 20:15:00
09001,Fairfield,Connecticut,1,2019-02-09 20:30:00
09003,Hartford,Connecticut,417,2019-02-09 20:30:00
09005,Litchfield,Connecticut,13,2019-02-09 20:30:00
09007,Middlesex,Connecticut,1,2019-02-09 20:30:00
09009,New Haven,Connecticut,2,2019-02-09 20:30:00
09011,New London,Connecticut,27,2019-02-09 20:30:00
09013,Tolland,Connecticut,91,2019-02-09 20:30:00
09015,Windham,Connecticut,9,2019-02-09 20:30:00
09001,Fairfield,Connecticut,1,2019-02-09 20:45:00
09003,Hartford,Connecticut,416,2019-02-09 20:45:00
09005,Litchfield,Connecticut,14,2019-02-09 20:45:00
09007,Middlesex,Connecticut,1,2019-02-09 20:45:00
09011,New London,Connecticut,3,2019-02-09 20:45:00
09013,Tolland,Connecticut,69,2019-02-09 20:45:00
09015,Windham,Connecticut,9,2019-02-09 20:45:00
09001,Fairfield,Connecticut,1,2019-02-09 21:00:00
09003,Hartford,Connecticut,139,2019-02-09 21:00:00
09005,Litchfield,Connecticut,14,2019-02-09 21:00:00
09007,Middlesex,Connecticut,1,2019-02-09 21:00:00
09009,New Haven,Connecticut,2,2019-02-09 21:00:00
09011,New London,Connecticut,2,2019-02-09 21:00:00
09013,Tolland,Connecticut,69,2019-02-09 21:00:00
09015,Windham,Connecticut,5,2019-02-09 21:00:00
09003,Hartford,Connecticut,141,2019-02-09 21:15:00
09005,Litchfield,Connecticut,1,2019-02-09 21:15:00
09007,Middlesex,Connecticut,1,2019-02-09 21:15:00
09009,New Haven,Connecticut,3,2019-02-09 21:15:00
09011,New London,Connecticut,2,2019-02-09 21:15:00
09013,Tolland,Connecticut,69,2019-02-09 21:15:00
09015,Windham,Connecticut,5,2019-02-09 21:15:00
09001,Fairfield,Connecticut,15,2019-02-09 21:30:00
09003,Hartford,Connecticut,139,2019-02-09 21:30:00
09005,Litchfield,Connecticut,2,2019-02-09 21:30:00
09007,Middlesex,Connecticut,1,2019-02-09 21:30:00
09009,New Haven,Connecticut,2,2019-02-09 21:30:00
09011,New London,Connecticut,2,2019-02-09 21:30:00
09013,Tolland,Connecticut,69,2019-02-09 21:30:00
09015,Windham,Connecticut,5,2019-02-09 21:30:00
09001,Fairfield,Connecticut,15,2019-02-09 21:45:00
09003,Hartford,Connecticut,138,2019-02-09 21:45:00
09005,Litchfield,Connecticut,2,2019-02-09 21:45:00
09009,New Haven,Connecticut,2,2019-02-09 21:45:00
09011,New London,Connecticut,2,2019-02-09 21:45:00
09013,Tolland,Connecticut,69,2019-02-09 21:45:00
09015,Windham,Connecticut,5,2019-02-09 21:45:00
09001,Fairfield,Connecticut,16,2019-02-09 22:00:00
09003,Hartford,Connecticut,139,2019-02-09 22:00:00
09005,Litchfield,Connecticut,2,2019-02-09 22:00:00
09009,New Haven,Connecticut,2,2019-02-09 22:00:00
09013,Tolland,Connecticut,69,2019-02-09 22:00:00
09001,Fairfield,Connecticut,2,2019-02-09 22:15:00
09003,Hartford,Connecticut,138,2019-02-09 22:15:00
09005,Litchfield,Connecticut,2,2019-02-09 22:15:00
09009,New Haven,Connecticut,3,2019-02-09 22:15:00
09013,Tolland,Connecticut,69,2019-02-09 22:15:00
09001,Fairfield,Connecticut,133,2019-02-09 22:30:00
09003,Hartford,Connecticut,138,2019-02-09 22:30:00
09005,Litchfield,Connecticut,2,2019-02-09 22:30:00
09009,New Haven,Connecticut,3,2019-02-09 22:30:00
09013,Tolland,Connecticut,69,2019-02-09 22:30:00
09001,Fairfield,Connecticut,133,2019-02-09 22:45:00
09003,Hartford,Connecticut,29,2019-02-09 22:45:00
09005,Litchfield,Connecticut,2,2019-02-09 22:45:00
09009,New Haven,Connecticut,2,2019-02-09 22:45:00
09013,Tolland,Connecticut,69,2019-02-09 22:45:00
09001,Fairfield,Connecticut,133,2019-02-09 23:00:00
09003,Hartford,Connecticut,29,2019-02-09 23:00:00
09005,Litchfield,Connecticut,2,2019-02-09 23:00:00
09009,New Haven,Connecticut,2,2019-02-09 23:00:00
09011,New London,Connecticut,1,2019-02-09 23:00:00
09013,Tolland,Connecticut,69,2019-02-09 23:00:00
09001,Fairfield,Connecticut,1,2019-02-09 23:15:00
09003,Hartford,Connecticut,29,2019-02-09 23:15:00
09005,Litchfield,Connecticut,2,2019-02-09 23:15:00
09009,New Haven,Connecticut,2,2019-02-09 23:15:00
09013,Tolland,Connecticut,68,2019-02-09 23:15:00
09003,Hartford,Connecticut,30,2019-02-09 23:30:00
09005,Litchfield,Connecticut,2,2019-02-09 23:30:00
09009,New Haven,Connecticut,1,2019-02-09 23:30:00
09001,Fairfield,Connecticut,1,2019-02-09 23:45:00
09003,Hartford,Connecticut,29,2019-02-09 23:45:00
09005,Litchfield,Connecticut,2,2019-02-09 23:45:00
09009,New Haven,Connecticut,2,2019-02-09 23:45:00
09001,Fairfield,Connecticut,1,2019-02-10 00:00:00
09005,Litchfield,Connecticut,1,2019-02-10 00:00:00
09009,New Haven,Connecticut,1,2019-02-10 00:00:00
09001,Fairfield,Connecticut,1,2019-02-10 00:15:00
09005,Litchfield,Connecticut,1,2019-02-10 00:15:00
09009,New Haven,Connecticut,1,2019-02-10 00:15:00
09005,Litchfield,Connecticut,1,2019-02-10 00:30:00
09011,New London,Connecticut,1,2019-02-10 00:30:00
09005,Litchfield,Connecticut,1,2019-02-10 00:45:00
09011,New London,Connecticut,1,2019-02-10 00:45:00
09001,Fairfield,Connecticut,135,2019-02-10 01:15:00
09001,Fairfield,Connecticut,135,2019-02-10 01:30:00
09001,Fairfield,Connecticut,135,2019-02-10 01:45:00
09009,New Haven,Connecticut,1,2019-02-10 03:00:00
09009,New Haven,Connecticut,23,2019-02-10 03:15:00
09001,Fairfield,Connecticut,1,2019-02-10 03:30:00
09001,Fairfield,Connecticut,1,2019-02-10 03:45:00
09009,New Haven,Connecticut,23,2019-02-10 03:45:00
09001,Fairfield,Connecticut,1,2019-02-10 04:00:00
09009,New Haven,Connecticut,23,2019-02-10 04:00:00
09001,Fairfield,Connecticut,1,2019-02-10 04:15:00
09009,New Haven,Connecticut,23,2019-02-10 04:15:00
09001,Fairfield,Connecticut,1,2019-02-10 04:30:00
09009,New Haven,Connecticut,23,2019-02-10 04:30:00
09001,Fairfield,Connecticut,1,2019-02-10 04:45:00
09009,New Haven,Connecticut,23,2019-02-10 04:45:00
09001,Fairfield,Connecticut,1,2019-02-10 05:45:00
09001,Fairfield,Connecticut,1,2019-02-10 06:00:00
09009,New Haven,Connecticut,3,2019-02-10 06:00:00
